,title,seller_name,description,initial_price,final_price,reviews_count,root_bs_rank,rating,bought_past_month,root_bs_category,bs_rank,country_of_origin
418,"Pro Grade - Chip Paint Brushes - 96 Ea 2 Inch Chip Brush for Paints, Stains, Varnishes, Glues, & Gesso",Pro¦¦¦ade¦¦¦ppl¦¦¦¦¦¦,"Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Pro Grade Chip Paint Brushes Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 866 4.4 out of 5 stars 1,817 4.4 out of 5 stars 839 4.5 out of 5 stars 519 4.5 out of 5 stars 164 Price $6.99$6.99 $11.99$11.99 $17.99$17.99 $16.99$16.99 $24.99$24.99 Brush Size 1"" 1"" 1.5"" 2.5"" 4"" Quantity 12 Pack 24 Pack 36 Pack 24 Pack 24 Pack",45.0,34.0,1194,2073,4.6,1000.0,"Arts, Crafts & Sewing",34,
447,"Falling in Art Soft Linoleum Carving Block, Linocut Block for Printmaking, 8 Inches by 10 Inches, Gray, 2-Pack",You¦¦¦ele¦¦¦on,The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Soft Safety Material ideal to engrave delicate patterns and stamp on your handicrafts for a long time.   Cut into varisized smaller Can be cut into varisized smaller rubber sheets.,15.0,15.0,887,7086,4.5,200.0,"Arts, Crafts & Sewing",2,China
491,Transon Artist Paint Brush Set of 12 for Watercolor Acrylic Gouache Oil and Tempera Painting,TRA¦¦¦N,"This series of paint brushes are hand-crafted premium set, and they are also practical. They are perfect for canvas painting, body painting, rock painting, craft painting, decoration painting, etc. A range of brush sizes is important to accommodate different painting needs and scales: Flat: 3, 7, 12 Filbert: 8, 10 Angled: 4, 7, 11 Round: 5, 9 Liner: 1, 2 Overall length: #1 20.7cm #2 20.3cm #3 20.3cm #4 20.4cm #5 20.9cm #6 21.5cm #7 21.6cm #8 22cm #9 22.3cm #10 22.6c #11 23cm #12 23cm       Transon synthetic bristles Transon synthetic bristles are great choice for multi-medium brushes as they are durable, resilient, and can withstand the different painting medium. They are also easier to clean and maintain. Professional Bristles that are with well balanced density that allows for control and smooth application across different mediums like acrylic, oil, gouache, watercolor.Brushes with a variety of shapes, such as round, flat, filbert, angular, and rigger, allow for versatility in different painting techniques and styles. Comfortable Ergonomically designed handles are comfortable to hold for extended periods of use and provide a secure grip, they also reduce hand fatigue for longer painting sessions.   Care Your Brushes Clean the brushes right after use by soaking in lukewarm soap water (Do not use hot water!) and rinse well. Gently reshape the bristles with fingers, let dry first in room-temperature(Do not rest the brushes on their hairs!). Premium & Professional Premium Brush Set Premium nylon, dual color, high flexibility, great water absorbency, carries a fare amount of paints.Ergonomic handle, medium size, smooth touch, comfortable grip, .Cold black, high-intensity aluminum ferrules, sturdy and durable. Assorted & Versatile Assorted tips including: round, liner, flat, filbert, angle. Works with different media: Watercolor, Acrylic, Oil, Tempera, Gouache, etc. Transon Professional Artist Paint Brush Set 12-pack     24color Acrylic Paint Kit with 12 Assroted Brush Set and 1 Paint Palette Paint Brush Kit 16 Paint Brushes with Foam Brush Sponge Spatula and Brush Case Transon Paint Brush Kit 10pcs Art Brushes and 1 Paint Spatula with Brush Case 20pcs Art Painting Brush Set Transon 14pcs Art Painting Brush Set for Acrylic, Watercolor and Oil Painting Transon 12colors Face Painting Kit for Kids Adults Non-toxic Water-based Paint Add to Cart Buying Options Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 313 4.7 out of 5 stars 5,204 4.6 out of 5 stars 464 4.6 out of 5 stars 1,791 4.6 out of 5 stars 128 3.6 out of 5 stars 48 Price $15.99$15.99 — $12.99$12.99 $6.99$6.99 $7.99$7.99 $8.99$8.99 Count 24 20 12 20 14 N/A",13.0,13.0,5204,1060,4.7,3000.0,"Arts, Crafts & Sewing",17,China
496,"40 PCS Replacement Blades for Cricut Explore Air 2, Luxiv 3rd Party Accessory Replacement Cutting Blades, 20P 45° Blade for Cricut, 10P 30°Replacement Blade for Cricut, 10P 60° Deep Blades",HDT¦¦¦,"Luxiv Replacement Blades for Cricut Air 2 with 30, 45, 60 Degree     Package bpx Package box convenient for use and storage         40 pcs ( 20 pcs 45 degree + 10 pcs 30 degree + 10 pcs 60 degree) 20 pcs ( 10 pcs 45 degree + 5 pcs 30 degree + 5 pcs 60 degree) Premium Fine Point Blade with Housing Premium Fine Point Blade Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.5 out of 5 stars 5,335 4.5 out of 5 stars 5,335 4.0 out of 5 stars 7 4.5 out of 5 stars 160 Price $7.99$7.99 $6.49$6.49 $8.99$8.99 $7.99$7.99 package box ? ? ? ? package quantity 40 pcs 20 pcs 20 and 40 available 11 pcs Blade degree 30,45,60 30,45,60 45 45",7.99,7.99,5335,3466,4.5,800.0,"Arts, Crafts & Sewing",11,
519,Pink Power Electric Hot Glue Pot for Crafts w/Adjustable Temp 225-400 F - 160ml Hot Glue Skillet for Crafting - Hot Glue Pots for Crafters - Mini Electric Skillet Hot Glue Stick Glue Pellet Pot,Sun¦¦¦t P¦¦¦uct¦¦¦,Previous page Next page 1 Hotness 2 Crafting 3 Fixing & Repair 4 Versatile     Check Out Other Items From PINK POWER PP220 Hot Glue Pot Add to Cart PP220 + PP221 Buying Options PP224 Spool Storage Rack Add to Cart PP217 Corded Glue Gun Buying Options PP215 Cordless Glue Gun Add to Cart PP209 Utility Knife Add to Cart HG2043-SC Storage Case Add to Cart Customer Reviews 4.4 out of 5 stars 99 5.0 out of 5 stars 1 4.5 out of 5 stars 97 4.0 out of 5 stars 51 4.2 out of 5 stars 195 4.6 out of 5 stars 179 4.4 out of 5 stars 23 Price $32.99$32.99 — $39.99$39.99 — $24.99$24.99 $9.99$9.99 $14.99$14.99 Power Voltage 100 - 220V 2.2 lbs / 1lb n/a 60W/100W 3.6V n/a n/a Product Weight 2.2 lbs 6.6 x 6.6 x 3.4 in 4.7 lbs 0.6 lbs 0.9 lbs 0.2 lbs 0.4 lbs Product Dimension 6.6 x 6.6 x 3.4 in 100 - 220V 7 x 7 x 15 in 7.2 x 6.5 x 1 in 5.3 x 4.5 x 1.8 in 6.1 x 1.61 x 1.18 in 10.2 x 6.34 x 2.6 in Color Pink Pink / Transparent Pine Wood Pink Pink Pink Pink Battery n/a n/a n/a n/a n/a n/a n/a,40.0,33.0,99,11406,4.4,200.0,"Arts, Crafts & Sewing",80,China
531,"Winsor & Newton Winton Long Handle Brush (5 Pack) (Round 6, Filbert 6, Flat 6, Bright 8, Fan 3)",Ama¦¦¦.co¦¦¦,"Winsor & Newton Winton brushes are made from quality hog bristles, hand-set into corrosion-resistant ferrules. The natural curve of the hog bristle produces a resilient brush which retains its shape even after heavy use, allowing the artist more control and accuracy, whether painting with oil, alkyds or acrylics.",35.0,24.8,273,47738,4.5,50.0,"Arts, Crafts & Sewing",13,United Kingdom
550,"Glue Dots .375"" Poster Dot Disposable Dispenser - 200 Clear Dots",Ama¦¦¦.co¦¦¦,"Glue Dots, the original ready-to-stick double-sided adhesive dots, are the clean and safe alternative to liquid glues, hot-melt glue guns, and tapes. Our crafting glue comes in easy-to-use disposable applicators, rolls, and sheets instead of the traditional bottle or stick to help eliminate mess. Our double-sided Glue Dots are available in temporary and permanent adhesive formulas that are specifically designed to make projects around your home, school, or office simpler. Our craft Glue Dots are easy to use regardless of age or ability, acid-free, photo-safe, and kid-friendly. These super-sticky dots are designed to work on a variety of materials including paper, glass, metal, plastic, wood, foam, cardstock, photos, and more. Glue Dots are the perfect adhesive solution to make your life easier.",7.0,5.99,497,2823,4.1,800.0,"Arts, Crafts & Sewing",66,United Kingdom
569,"LovesTown Preschool Training Scissors,4Pcs Children Safety Pre-School Safety Scissors Art Craft Scissors",Lov¦¦¦Tow¦¦¦,Children Safety Scissors Paper Edge Scissor Kids Scissors for School Plastic Training Scissors Add to Cart Buying Options Add to Cart Add to Cart Customer Reviews 4.3 out of 5 stars 729 4.4 out of 5 stars 709 4.4 out of 5 stars 709 4.4 out of 5 stars 670 Price $6.99$6.99 — $5.99$5.99 $5.99$5.99 Quantity 6 pcs 7 pcs 4 pcs 4 pcs Plastic Training Scissors Plastic Training Scissors Plastic Safety Scissors Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 177 4.4 out of 5 stars 358 4.3 out of 5 stars 251 Price $7.99$7.99 $5.99$5.99 $6.99$6.99 Quantity 8 pcs 4 pcs 5 pcs,5.99,5.99,4841,1863,4.3,900.0,"Arts, Crafts & Sewing",37,China
618,"Scrapbook Tape, 4 Pack Double Sided Tape Roller for Crafts, Adhesive Tape Glue Runner Scrapbooking Supplies Journaling School Office for Kids and Adults, 0.3IN x 26FT",Sec¦¦¦d,"Better alternative/substitutes to traditional double sided tape and liquid glue   One more chance to correct your crafts and scrapbooking   Help to make your work, study and life easier     Black screen tape Grey screen tape Black screen patch Black screen replacement kit Baby bath mat Bathtub sticker Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 2,181 4.5 out of 5 stars 1,679 4.6 out of 5 stars 571 4.6 out of 5 stars 132 4.5 out of 5 stars 1,331 4.4 out of 5 stars 20,504 Price $7.99$7.99 $8.28$8.28 $5.99$5.99 $15.99$15.99 $13.99$13.99 $13.99$13.99 Secopad ? ? ? ? ? ?",8.99,6.99,1105,40,4.5,10000.0,"Arts, Crafts & Sewing",1,China
684,"Dual Markers Brush Pens, 36 Fine Point Art Marker, Double Tip Colored Pen for Adult Coloring Hand Lettering, School Classroom Art Suppliers",Nai¦¦¦,"Our 36 Colors Marker Pen Set is perfect for artists, illustrators, animators, interior designers, architects, children.Just use your imagination, and have fun.   Highly Pigmented and Vibrant Colors Allow You to Create Unlimited Artworks",19.0,9.99,24462,69,4.6,6000.0,"Arts, Crafts & Sewing",3,
704,"Bates- Foam Paint Brushes, 2 Inch, 16 Pack, Sponge Brushes, Sponge Paint Brush, Foam Brushes for Painting, Foam Brushes for Staining, Paint Sponges, Foam Brushes for Mod Podge Brushes",BGGS,"Bates Foam Paint Brushes Foam Paint Brushes Add to Cart Foam Paint Brushes Add to Cart Foam Paint Brushes Add to Cart Foam Paint Brushes Add to Cart Foam Paint Brushes Add to Cart Customer Reviews 4.6 out of 5 stars 11,466 4.6 out of 5 stars 11,466 4.6 out of 5 stars 11,466 4.6 out of 5 stars 11,466 4.4 out of 5 stars 146 Price $5.99$5.99 $6.85$6.85 $9.85$9.85 $9.85$9.85 $7.85$7.85 Quantity 16 26 20 12 8 Quality Foam & Wood Foam & Wood Foam & Wood Foam & Wood Foam & Wood Size 2"" 1"" Assorted Sizes 3"" 4"" Lightweight & Easy to Hold ? ? ? ? ? Reusable ? ? ? ? ?",8.99,5.99,11466,196,4.6,5000.0,"Arts, Crafts & Sewing",1,China
742,"60 Pcs Paint Brushes,Round Flat Small Brush Bulk for Detail Painting",Jas¦¦¦ Wo¦¦¦,"About this item Package – One package contains 30 pieces round paint brushes and 30 pieces flat paint brushes, it's suit for art class and normal use Short Handle & Easy Control– Short plastic handle provides easy control and manageability, suitable for kids, children, students or beginner in painting MATERIAL– The bulk paint brushes are made of synthetic nylon hair, aluminum ferrules and plastic handles, so they won’t wobble, shed and are not easy to break off Multifunctional – Multipurpose brushes are suitable for watercolor painting, oil painting, gouache painting, acrylic painting, body, nail, face painting, miniature, model, ceramics, arts and crafts painting, etc Easy to Clean –After using the brushes, please wash with warm soapy water and gently remodel it with your fingers › See more product details",15.0,7.95,2336,859,4.6,3000.0,"Arts, Crafts & Sewing",14,China
778,"Falling in Art Soft Linoleum Carving Block, 9 Inches by 12 Inches, Grey, 2-Pack",You¦¦¦ele¦¦¦on,The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Soft Safety Material ideal to engrave delicate patterns and stamp on your handicrafts for a long time.   Cut into varisized smaller Can be cut into varisized smaller rubber sheets.,18.0,16.0,887,7086,4.5,200.0,"Arts, Crafts & Sewing",2,
844,"Aleene's Quick Dry fabric Fusion Permanent Fabric Adhesive, 4-Ounce",Ama¦¦¦.co¦¦¦,Aleene's Quick Dry Fabric Fusion is a permanent adhesive that is an easy alternative to a needle and thread. Easy to apply and dries quickly. Its advanced solvent-based formula allows it to remain flexible yet strong wash after wash. 4 ounces.,15.2,12.0,807,10030,4.4,300.0,"Arts, Crafts & Sewing",50,USA
850,"Detail Paint Brushes Set for Tiny Tip Acrylic and Watercolor Painting - Professional Artist Supplies for Warhammer 40k Miniatures and Face Sculpting - Ultra Thin, Extra Fine",SN ¦¦¦F S¦¦¦e,"???????????? ?????????? ?????????????? ?????????? ???? ?? ?????????????? ???? 9 ??????????, ???????????? ?????? ???? ???????? ???????????????? ?????????????? ???????? ???????? ??????????????.       ?????????????? ?????????????? ???????????????? ?????? ?????? For precision painting of miniatures, you need a set of high-quality brushes that offer superior control and comfort ?????????????????? ??????????????????, ?????????? ???????????? Miniature paint Brushes are ideal for painting miniature figures 40k, scale models ( ships, airplanes, cars, trains ) ???????? ???????????? ?????????? ?????????? ?????? ?????? ???????? Detail paint Brushes suitable for Art students,Amateur ,Artists ,Beginners, kids. ?????? ???????????? ?????? ???????? ???????????? ?????????? ???? ???????? ???? ???????? ?????????? ???????????? ???? ?????? ???????????????????? ?????????????? ???? ???????? ???? ?????? ??????????????       ???? ????????????????, ???? ??????????????????, ???????? ?????????????? Aluminum tube to suppress, The connection is natural, the suppression force is sufficient, and it is not easy to shed hair. ???????????????????? ?????????? ????????????, ?????????????????????? ???? ???????? ?????? ?????????? delicate design, easier to control for painting long hours. The triangle grip can prevent your brush from rolling off the table. Reduce hand fatigue! ???????????? ???????? ?????????????? Draw details and paint smoothly, professional micro brushes are ideal for detail painting   Black miniature paint brushes Pink miniature paint brushes Green miniature paint brushes Wood miniature paint brushes Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.6 out of 5 stars 2,279 3.9 out of 5 stars 23 4.7 out of 5 stars 33 2.2 out of 5 stars 3 Price $9.99$9.99 $9.99$9.99 $9.99$9.99 $9.99$9.99 Counts 9Pcs 9Pcs 9Pcs 11Pcs Hair Type Premium Animal Hair Premium Animal Hair Premium Animal Hair Premium Animal Hair Handle Type Wood Triangle Grip Comfortable Wood Triangle Grip Comfortable Wood Triangle Grip Comfortable Wood Triangle Grip Comfortable Paint Type Acrylic Oil Watercolor Acrylic Oil Watercolor Acrylic Oil Watercolor Acrylic Oil Watercolor",15.0,9.99,2279,6261,4.6,400.0,"Arts, Crafts & Sewing",78,China
858,"Adtech 05603 Glue Runner Permanent 35 Yards Total - Pack of 3 (4 each), Blue",Ama¦¦¦.co¦¦¦,2 sided tape runner - permanent,22.0,20.9,1685,873,4.7,2000.0,"Arts, Crafts & Sewing",32,China
877,"Chalked Paint and Wax Brush for Furniture - Premium Pack of 2, Natural Bristles, Compatible with All Types of Chalk Paints, Stencils & Furniture Wax - Superior Paint Pick-Up & Release, No Shedding",sma¦¦¦r v¦¦¦on,All products from Modern Art Supplies   Chalk Paint Brush Set of 2   Chalk Paint Brush Set of 4   Chalk paint brush Set of 5 Pack Contains 1x Large Brush (2.5 in) & 1x Small Brush (1.5 in) Pack Contains 1x Large Brush & 3x Small Brushes Pack Contains 2x Large Brushes & 3x Small Brushes Compatibility Compatible with Chalk Paint Fusion Mineral Paint Chalk Wax Dark Wax Milk Paint Compatibility Compatible with Chalk paint Chalk Wax Pixie Diy Paint Soft & Dark Wax Compatibility Compatible with Chalk Paint Chalk Wax Pixie Diy Paint Soft & Dark Wax Bristles Animal Natural Bristles From Animal Hairs Bristles Animal Natural Bristles From Animal Hairs Bristles Animal Natural Bristles From Animal Hairs Handle Material Birch Wood Handle Handle Material Birch Wood Handle Handle Material Birch Wood Handle Application Area Ideal for All Surfaces of Furniture Application Area Ideal for All Surfaces of Furniture Application Area Ideal for All Surfaces of Furniture,14.0,14.0,8769,1309,4.6,2000.0,"Arts, Crafts & Sewing",1,China
917,"Printworks White Cardstock, Standard, 67 lb. Vellum, 92 Bright, 250 sheets, 8.5 x 11, For Office, Home & School Printing, Craft Projects (00564)",Ama¦¦¦.co¦¦¦,"Print works white cardstock standard-grade 67 lb. Vellum Bristol is the perfect choice for impactful presentations, report covers, cards, school and craft projects and is to print with great results on any printer. The Ultra smooth, matte finish ensures consistent printing across each 8. 5 x 11 inch sheet. Acid and lignin free for archival quality prints. For over 50 years, we have been the experts on coatings, paper finishes and the total printing process. The print works family of specialty inkjet papers Let you create unforgettable photos, attention-getting business cards, ""A+"" Grade school documents, and creative craft projects. Each one demands the thought, the creativity and the paper to make it stand out. Print works brand photo paper, transfers, cards, and labels are designed and engineered with you in mind. Stringently specified. Meticulously crafted. Assured quality. Satisfyingly affordable. All come with a 100% satisfaction.",15.0,13.2,2030,1633,4.8,1000.0,"Arts, Crafts & Sewing",13,
940,"Dritz Original Liquid Stitch, 4-Fluid Ounce",Ama¦¦¦.co¦¦¦,"Dritz Liquid Stitch is a permanent adhesive that is a great no-sew alternative. Since no sewing or heat setting is required, it is perfect for quick easy repairs and many other household and craft uses. Use to secure hems or apply sequins, appliques and other decorative items to all types of fabric. Machine washable and dryable; dries clear and flexible. This package contains 4 fl oz. of Liquid Stitch Original.",9.37,7.19,6093,1055,4.4,2000.0,"Arts, Crafts & Sewing",8,USA
970,Transon Detail Thin Paint Brush Set 6pcs for Model Minature Craft and Art Painting Green,TRA¦¦¦N,"Perfectly designed for all types of detail painting work Transon detail art painting brush set: #20/0 2pcs #10/0 1pcs #5/0 1pcs #3/0 1pcs #0 1pcs Versatility: these thin tipped paitng brushes and spotter brushes are versatile tools that can be used with various art mediums, including acrylic, watercolor, oil, gouache, and more. They are particularly useful for adding details in areas with limited space, such as painting small figures, adding highlights and shadows, or creating intricate patterns and textures. Application: these fine detail brushes are commonly used in various art forms and crafts, including miniature painting, model making, nail art, portrait painting, botanical illustrations, and fine detail work in general. They are also suitable for retouching, restoring, and repairing artwork.       Fine detail brush set Transon Versatile Detail Model, Miniature Brush Set Working on an intricate detail work but frustrated with poor performance of your brushes? These fine tip thin paint brushes are designed for fine detail works. Hand-crafted quality, made for most detail works. High-grade nylon made thin tips. Sturdy and dutable ferrules securing bristles firmly. Ergonomic triangular handles with multi-layer finish, provide comfortable grip. These detail brushes work with different painting medium and suitable for painting on all kinds of surfaces         Miniature painting Perfect all miniature painting. Model painting Small scale model painting. Face painting You will always need these nylon brushes for skin painting, such as face painting. Rock painting These small detail brushes are also suitable for painting on rocks, eggs, etc.         Painting on canvas Of course this detail brush set is suitable for painting on canvas. Watercolor painting Painting on watercolor paper with watercolors. Shoe painting These brushes are also perfect for shoe painting, whether it is canvas or leather shoes, they get the job done. Craft creative painting There are more surfaces these brushes are suitable for. Be creative with this Transon small detail paint brush set. Dry brush set for miniature painting model making Professional Detail Paint Brushes with Case 15pces for Miniatures, Models Transon 15pces Detail Model Miniature Paint Brushes with Case 12-piece Art Painting Brush Assorted Set 2-Pack 20pcs Synthetic Art Painting Brush Set Transon 14pcs Art Painting Brush Set Add to Cart Add to Cart Add to Cart Buying Options Add to Cart Add to Cart Customer Reviews 4.8 out of 5 stars 27 4.7 out of 5 stars 1,122 4.7 out of 5 stars 2,580 — 4.6 out of 5 stars 1,791 4.6 out of 5 stars 128 Price $15.99$15.99 $11.99$11.99 $18.99$18.99 — $6.99$6.99 $7.99$7.99 Count 8 15 15 12 20 14",7.99,6.39,2824,750,4.7,1000.0,"Arts, Crafts & Sewing",12,China
980,"Aleene's Gel Glue, 8-Ounce, Clear",Ama¦¦¦.co¦¦¦,"Aleene's Clear Gel Tacky Glue is a thick, ultra tacky adhesive that's terrifically transparent! Ideal for a wide variety of surfaces, this all-purpose glue is nontoxic and dries crystal clear so you never have to worry about murky residue on your projects. When you need a permanent adhesive with a crystal clear touch, trust the magic of Aleene's Clear Gel Tacky Glue.",5.99,4.44,3758,683,4.6,2000.0,"Arts, Crafts & Sewing",17,USA
987,"Pentel Arts Aquash Water Brush Assorted Tips, Pack of 4 (FRHBP4M)",Ama¦¦¦.co¦¦¦,"Aquash water brushes are self-wetting brushes with durable, nylon bristles that hold a point and can create broad strokes to fine lines. Their soft, easy-to-squeeze barrel is comfortable to hold and it contains the water needed to create beautiful watercolor painting. These water brushes can be used with watercolor crayons, markers, Watercolor pencils and traditional watercolors to smooth and spread color, and create an array of dramatic effects. It can also be filled with Highly watered down and liquid colored inks.",30.8,17.4,5425,3716,4.7,500.0,"Arts, Crafts & Sewing",52,
